"file","format","type","num_seqs","sum_len","min_len","avg_len","max_len","Q1","Q2","Q3","sum_gap","N50","Q20(%)","Q30(%)","GC(%)"
"GCF_008727335.1_ASM872733v1_genomic.fna","FASTA","DNA",1,1690158,1690158,1690158,1690158,1690158,1690158,1690158,0,1690158,0,0,30.41
"GCF_017356845.1_ASM1735684v1_genomic.fna","FASTA","DNA",1,1627412,1627412,1627412,1627412,1627412,1627412,1627412,0,1627412,0,0,30.56
"GCF_002587105.1_ASM258710v1_genomic.fna","FASTA","DNA",1,1690358,1690358,1690358,1690358,1690358,1690358,1690358,0,1690358,0,0,30.54
"GCF_001412295.1_ASM141229v1_genomic.fna","FASTA","DNA",1,1616662,1616662,1616662,1616662,1616662,1616662,1616662,0,1616662,0,0,30.6
"GCF_001721945.1_ASM172194v1_genomic.fna","FASTA","DNA",1,1652714,1652714,1652714,1652714,1652714,1652714,1652714,0,1652714,0,0,30.51
"GCF_013393785.1_ASM1339378v1_genomic.fna","FASTA","DNA",1,1765444,1765444,1765444,1765444,1765444,1765444,1765444,0,1765444,0,0,30.3
"GCF_001506805.1_ASM150680v1_genomic.fna","FASTA","DNA",1,1643938,1643938,1643938,1643938,1643938,1643938,1643938,0,1643938,0,0,30.29
"GCF_014151305.1_ASM1415130v1_genomic.fna","FASTA","DNA",1,1618310,1618310,1618310,1618310,1618310,1618310,1618310,0,1618310,0,0,30.52
"GCF_017356885.1_ASM1735688v1_genomic.fna","FASTA","DNA",1,1625711,1625711,1625711,1625711,1625711,1625711,1625711,0,1625711,0,0,30.56
"GCF_013393805.1_ASM1339380v1_genomic.fna","FASTA","DNA",1,1710461,1710461,1710461,1710461,1710461,1710461,1710461,0,1710461,0,0,30.57
"GCF_000184205.1_ASM18420v1_genomic.fna","FASTA","DNA",2,1724586,43222,862293,1681364,43222,862293,1681364,0,1681364,0,0,30.45
"GCF_001506945.1_ASM150694v1_genomic.fna","FASTA","DNA",1,1657054,1657054,1657054,1657054,1657054,1657054,1657054,0,1657054,0,0,30.41
"GCF_900638235.1_56772_E02_genomic.fna","FASTA","DNA",1,1653145,1653145,1653145,1653145,1653145,1653145,1653145,0,1653145,0,0,30.56
"GCF_017356685.1_ASM1735668v1_genomic.fna","FASTA","DNA",1,1629092,1629092,1629092,1629092,1629092,1629092,1629092,0,1629092,0,0,30.57
"GCF_001870085.1_ASM187008v1_genomic.fna","FASTA","DNA",3,1799846,5170,599948.7,1749868,24989,44808,897338,0,1749868,0,0,30.09
"GCF_009649035.1_ASM964903v1_genomic.fna","FASTA","DNA",2,1814347,55123,907173.5,1759224,55123,907173.5,1759224,0,1759224,0,0,30.54
"GCF_001506685.1_ASM150668v1_genomic.fna","FASTA","DNA",1,1675952,1675952,1675952,1675952,1675952,1675952,1675952,0,1675952,0,0,30.31
"GCF_003950275.1_ASM395027v1_genomic.fna","FASTA","DNA",1,1754322,1754322,1754322,1754322,1754322,1754322,1754322,0,1754322,0,0,30.41
"GCF_016350125.1_ASM1635012v1_genomic.fna","FASTA","DNA",1,1775616,1775616,1775616,1775616,1775616,1775616,1775616,0,1775616,0,0,30.32
"GCF_001870105.1_ASM187010v1_genomic.fna","FASTA","DNA",3,1812854,5257,604284.7,1763161,24846.5,44436,903798.5,0,1763161,0,0,30.18
"GCF_013466235.1_ASM1346623v1_genomic.fna","FASTA","DNA",1,1627620,1627620,1627620,1627620,1627620,1627620,1627620,0,1627620,0,0,30.6
"GCF_017356925.1_ASM1735692v1_genomic.fna","FASTA","DNA",1,1626008,1626008,1626008,1626008,1626008,1626008,1626008,0,1626008,0,0,30.56
"GCF_001506385.1_ASM150638v1_genomic.fna","FASTA","DNA",1,1637642,1637642,1637642,1637642,1637642,1637642,1637642,0,1637642,0,0,30.38
"GCF_008386335.1_ASM838633v1_genomic.fna","FASTA","DNA",2,1687752,41772,843876,1645980,41772,843876,1645980,0,1645980,0,0,30.43
"GCF_017356945.1_ASM1735694v1_genomic.fna","FASTA","DNA",1,1625508,1625508,1625508,1625508,1625508,1625508,1625508,0,1625508,0,0,30.56
"GCF_020719705.1_ASM2071970v1_genomic.fna","FASTA","DNA",1,1632055,1632055,1632055,1632055,1632055,1632055,1632055,0,1632055,0,0,30.59
"GCF_003368105.1_ASM336810v1_genomic.fna","FASTA","DNA",1,1681088,1681088,1681088,1681088,1681088,1681088,1681088,0,1681088,0,0,30.15
"GCF_001506905.1_ASM150690v1_genomic.fna","FASTA","DNA",1,1635130,1635130,1635130,1635130,1635130,1635130,1635130,0,1635130,0,0,30.37
"GCF_001506625.1_ASM150662v1_genomic.fna","FASTA","DNA",1,1633145,1633145,1633145,1633145,1633145,1633145,1633145,0,1633145,0,0,30.39
"GCF_001506405.1_ASM150640v1_genomic.fna","FASTA","DNA",1,1636128,1636128,1636128,1636128,1636128,1636128,1636128,0,1636128,0,0,30.37
"GCF_014152385.1_ASM1415238v1_genomic.fna","FASTA","DNA",1,1686162,1686162,1686162,1686162,1686162,1686162,1686162,0,1686162,0,0,30.47
"GCF_012220765.1_ASM1222076v1_genomic.fna","FASTA","DNA",4,1811102,3662,452775.5,1658567,3721,74436.5,901830,0,1658567,0,0,30.19
"GCF_000835285.1_ASM83528v1_genomic.fna","FASTA","DNA",1,1742047,1742047,1742047,1742047,1742047,1742047,1742047,0,1742047,0,0,30.37
"GCF_001506565.1_ASM150656v1_genomic.fna","FASTA","DNA",1,1632509,1632509,1632509,1632509,1632509,1632509,1632509,0,1632509,0,0,30.39
"GCF_001767215.1_ASM176721v1_genomic.fna","FASTA","DNA",1,1666780,1666780,1666780,1666780,1666780,1666780,1666780,0,1666780,0,0,30.56
"GCF_000759575.2_ASM75957v2_genomic.fna","FASTA","DNA",1,1778460,1778460,1778460,1778460,1778460,1778460,1778460,0,1778460,0,0,30.52
"GCF_016600925.1_ASM1660092v1_genomic.fna","FASTA","DNA",1,1775624,1775624,1775624,1775624,1775624,1775624,1775624,0,1775624,0,0,30.32
"GCF_002224385.1_ASM222438v1_genomic.fna","FASTA","DNA",1,1620303,1620303,1620303,1620303,1620303,1620303,1620303,0,1620303,0,0,30.62
"GCF_014152105.1_ASM1415210v1_genomic.fna","FASTA","DNA",1,1684543,1684543,1684543,1684543,1684543,1684543,1684543,0,1684543,0,0,30.48
"GCF_000934305.1_ASM93430v1_genomic.fna","FASTA","DNA",1,1612378,1612378,1612378,1612378,1612378,1612378,1612378,0,1612378,0,0,30.65
"GCF_001506845.1_ASM150684v1_genomic.fna","FASTA","DNA",1,1667224,1667224,1667224,1667224,1667224,1667224,1667224,0,1667224,0,0,30.35
"GCF_000466065.2_ASM46606v2_genomic.fna","FASTA","DNA",1,1719369,1719369,1719369,1719369,1719369,1719369,1719369,0,1719369,0,0,30.51
"GCF_000830775.1_ASM83077v1_genomic.fna","FASTA","DNA",1,1641481,1641481,1641481,1641481,1641481,1641481,1641481,0,1641481,0,0,30.55
"GCF_017356785.1_ASM1735678v1_genomic.fna","FASTA","DNA",1,1664509,1664509,1664509,1664509,1664509,1664509,1664509,0,1664509,0,0,30.5
"GCF_000015525.1_ASM1552v1_genomic.fna","FASTA","DNA",3,1699052,37473,566350.7,1616554,41249,45025,830789.5,0,1616554,0,0,30.48
"GCF_001506485.1_ASM150648v1_genomic.fna","FASTA","DNA",1,1643038,1643038,1643038,1643038,1643038,1643038,1643038,0,1643038,0,0,30.29
"GCF_001951235.1_ASM195123v1_genomic.fna","FASTA","DNA",1,1821520,1821520,1821520,1821520,1821520,1821520,1821520,0,1821520,0,0,30.49
"GCF_900638165.1_56527_E01_genomic.fna","FASTA","DNA",1,1801392,1801392,1801392,1801392,1801392,1801392,1801392,0,1801392,0,0,30.26
"GCF_003368245.1_ASM336824v1_genomic.fna","FASTA","DNA",1,1658441,1658441,1658441,1658441,1658441,1658441,1658441,0,1658441,0,0,30.43
"GCF_001506505.1_ASM150650v1_genomic.fna","FASTA","DNA",1,1631266,1631266,1631266,1631266,1631266,1631266,1631266,0,1631266,0,0,30.39
"GCF_001506925.1_ASM150692v1_genomic.fna","FASTA","DNA",1,1636223,1636223,1636223,1636223,1636223,1636223,1636223,0,1636223,0,0,30.37
"GCF_002407125.1_ASM240712v1_genomic.fna","FASTA","DNA",2,1782911,55132,891455.5,1727779,55132,891455.5,1727779,0,1727779,0,0,30.53
"GCF_000835305.1_ASM83530v1_genomic.fna","FASTA","DNA",1,1670781,1670781,1670781,1670781,1670781,1670781,1670781,0,1670781,0,0,30.53
"GCF_900638205.1_56553_D01_genomic.fna","FASTA","DNA",1,1666864,1666864,1666864,1666864,1666864,1666864,1666864,0,1666864,0,0,30.56
"GCF_013389575.1_ASM1338957v1_genomic.fna","FASTA","DNA",2,1686644,41912,843322,1644732,41912,843322,1644732,0,1644732,0,0,30.46
"GCF_002209025.1_ASM220902v1_genomic.fna","FASTA","DNA",1,1641468,1641468,1641468,1641468,1641468,1641468,1641468,0,1641468,0,0,30.55
"GCF_019056415.1_ASM1905641v1_genomic.fna","FASTA","DNA",2,1686995,46272,843497.5,1640723,46272,843497.5,1640723,0,1640723,0,0,30.45
"GCF_018885205.1_ASM1888520v1_genomic.fna","FASTA","DNA",1,1783211,1783211,1783211,1783211,1783211,1783211,1783211,0,1783211,0,0,30.31
"GCF_003971585.1_ASM397158v1_genomic.fna","FASTA","DNA",2,1817819,134322,908909.5,1683497,134322,908909.5,1683497,0,1683497,0,0,30.15
"GCF_001951275.1_ASM195127v1_genomic.fna","FASTA","DNA",1,1629485,1629485,1629485,1629485,1629485,1629485,1629485,0,1629485,0,0,30.55
"GCF_017357025.1_ASM1735702v1_genomic.fna","FASTA","DNA",2,1694668,28220,847334,1666448,28220,847334,1666448,0,1666448,0,0,30.53
"GCF_020719285.1_ASM2071928v1_genomic.fna","FASTA","DNA",1,1627623,1627623,1627623,1627623,1627623,1627623,1627623,0,1627623,0,0,30.6
"GCF_003060785.1_ASM306078v1_genomic.fna","FASTA","DNA",1,1634231,1634231,1634231,1634231,1634231,1634231,1634231,0,1634231,0,0,30.55
"GCF_018885125.1_ASM1888512v1_genomic.fna","FASTA","DNA",2,1681053,45798,840526.5,1635255,45798,840526.5,1635255,0,1635255,0,0,30.45
"GCF_900638285.1_57043_B01_genomic.fna","FASTA","DNA",1,1634561,1634561,1634561,1634561,1634561,1634561,1634561,0,1634561,0,0,30.5
"GCF_001507065.1_ASM150706v1_genomic.fna","FASTA","DNA",1,1641119,1641119,1641119,1641119,1641119,1641119,1641119,0,1641119,0,0,30.3
"GCF_002214785.1_ASM221478v1_genomic.fna","FASTA","DNA",3,1709747,28521,569915.7,1629704,40021.5,51522,840613,0,1629704,0,0,30.48
"GCF_001506205.1_ASM150620v1_genomic.fna","FASTA","DNA",1,1669766,1669766,1669766,1669766,1669766,1669766,1669766,0,1669766,0,0,30.34
"GCF_001506985.1_ASM150698v1_genomic.fna","FASTA","DNA",1,1632612,1632612,1632612,1632612,1632612,1632612,1632612,0,1632612,0,0,30.39
"GCF_020719435.1_ASM2071943v1_genomic.fna","FASTA","DNA",1,1627618,1627618,1627618,1627618,1627618,1627618,1627618,0,1627618,0,0,30.6
"GCF_000737085.1_ASM73708v1_genomic.fna","FASTA","DNA",1,1651739,1651739,1651739,1651739,1651739,1651739,1651739,0,1651739,0,0,30.52
"GCF_001506605.1_ASM150660v1_genomic.fna","FASTA","DNA",1,1634109,1634109,1634109,1634109,1634109,1634109,1634109,0,1634109,0,0,30.38
"GCF_000430385.1_ASM43038v1_genomic.fna","FASTA","DNA",1,1702398,1702398,1702398,1702398,1702398,1702398,1702398,0,1702398,0,0,30.49
"GCF_013466015.1_ASM1346601v1_genomic.fna","FASTA","DNA",1,1627623,1627623,1627623,1627623,1627623,1627623,1627623,0,1627623,0,0,30.6
"GCF_008727415.1_ASM872741v1_genomic.fna","FASTA","DNA",2,1697909,49902,848954.5,1648007,49902,848954.5,1648007,0,1648007,0,0,30.48
"GCF_001951315.1_ASM195131v1_genomic.fna","FASTA","DNA",1,1675330,1675330,1675330,1675330,1675330,1675330,1675330,0,1675330,0,0,30.44
"GCF_012225065.1_ASM1222506v1_genomic.fna","FASTA","DNA",1,1652366,1652366,1652366,1652366,1652366,1652366,1652366,0,1652366,0,0,30.61
"GCF_001507125.1_ASM150712v1_genomic.fna","FASTA","DNA",1,1661567,1661567,1661567,1661567,1661567,1661567,1661567,0,1661567,0,0,30.29
"GCF_003368065.1_ASM336806v1_genomic.fna","FASTA","DNA",1,1652581,1652581,1652581,1652581,1652581,1652581,1652581,0,1652581,0,0,30.38
"GCF_001299565.1_ASM129956v1_genomic.fna","FASTA","DNA",1,1664565,1664565,1664565,1664565,1664565,1664565,1664565,0,1664565,0,0,30.59
"GCF_020736145.1_ASM2073614v1_genomic.fna","FASTA","DNA",1,1628025,1628025,1628025,1628025,1628025,1628025,1628025,0,1628025,0,0,30.54
"GCF_001507165.1_ASM150716v1_genomic.fna","FASTA","DNA",1,1642039,1642039,1642039,1642039,1642039,1642039,1642039,0,1642039,0,0,30.3
"GCF_900638225.1_56553_E01_genomic.fna","FASTA","DNA",1,1634025,1634025,1634025,1634025,1634025,1634025,1634025,0,1634025,0,0,30.5
"GCF_012224765.1_ASM1222476v1_genomic.fna","FASTA","DNA",2,1713980,48003,856990,1665977,48003,856990,1665977,0,1665977,0,0,30.49
"GCF_017356765.1_ASM1735676v1_genomic.fna","FASTA","DNA",1,1638880,1638880,1638880,1638880,1638880,1638880,1638880,0,1638880,0,0,30.58
"GCF_900638195.1_56553_F01_genomic.fna","FASTA","DNA",1,1666666,1666666,1666666,1666666,1666666,1666666,1666666,0,1666666,0,0,30.42
"GCF_017357085.1_ASM1735708v1_genomic.fna","FASTA","DNA",2,1676753,48659,838376.5,1628094,48659,838376.5,1628094,0,1628094,0,0,30.46
"GCF_000493495.1_TS_genomic.fna","FASTA","DNA",1,1669329,1669329,1669329,1669329,1669329,1669329,1669329,0,1669329,0,0,30.47
"GCF_001506425.1_ASM150642v1_genomic.fna","FASTA","DNA",1,1633693,1633693,1633693,1633693,1633693,1633693,1633693,0,1633693,0,0,30.4
"GCF_014082005.1_ASM1408200v1_genomic.fna","FASTA","DNA",1,1684050,1684050,1684050,1684050,1684050,1684050,1684050,0,1684050,0,0,30.48
"GCF_001507145.1_ASM150714v1_genomic.fna","FASTA","DNA",1,1645157,1645157,1645157,1645157,1645157,1645157,1645157,0,1645157,0,0,30.28
"GCF_020718885.1_ASM2071888v1_genomic.fna","FASTA","DNA",1,1666109,1666109,1666109,1666109,1666109,1666109,1666109,0,1666109,0,0,30.53
"GCF_018176755.1_ASM1817675v1_genomic.fna","FASTA","DNA",3,1871124,3395,623708,1681082,95021,186647,933864.5,0,1681082,0,0,30.16
"GCF_900638185.1_56527_G01_genomic.fna","FASTA","DNA",1,1822834,1822834,1822834,1822834,1822834,1822834,1822834,0,1822834,0,0,30.25
"GCF_000011865.1_ASM1186v1_genomic.fna","FASTA","DNA",1,1777831,1777831,1777831,1777831,1777831,1777831,1777831,0,1777831,0,0,30.31
"GCF_017356805.1_ASM1735680v1_genomic.fna","FASTA","DNA",1,1666513,1666513,1666513,1666513,1666513,1666513,1666513,0,1666513,0,0,30.55
"GCF_012225225.1_ASM1222522v1_genomic.fna","FASTA","DNA",2,1612562,4299,806281,1608263,4299,806281,1608263,0,1608263,0,0,30.64
"GCF_017356745.1_ASM1735674v1_genomic.fna","FASTA","DNA",1,1670938,1670938,1670938,1670938,1670938,1670938,1670938,0,1670938,0,0,30.57
"GCF_016458865.1_ASM1645886v1_genomic.fna","FASTA","DNA",1,1692969,1692969,1692969,1692969,1692969,1692969,1692969,0,1692969,0,0,30.53
"GCF_002234455.1_ASM223445v1_genomic.fna","FASTA","DNA",2,1704891,45197,852445.5,1659694,45197,852445.5,1659694,0,1659694,0,0,30.52
"GCF_001299595.1_ASM129959v1_genomic.fna","FASTA","DNA",1,1664566,1664566,1664566,1664566,1664566,1664566,1664566,0,1664566,0,0,30.59
"GCF_003368125.1_ASM336812v1_genomic.fna","FASTA","DNA",1,1614027,1614027,1614027,1614027,1614027,1614027,1614027,0,1614027,0,0,30.45
"GCF_000302555.5_ASM30255v4_genomic.fna","FASTA","DNA",1,1635301,1635301,1635301,1635301,1635301,1635301,1635301,0,1635301,0,0,30.54
"GCF_017351955.1_ASM1735195v1_genomic.fna","FASTA","DNA",1,1678286,1678286,1678286,1678286,1678286,1678286,1678286,0,1678286,0,0,30.49
"GCF_001507225.1_ASM150722v1_genomic.fna","FASTA","DNA",1,1629790,1629790,1629790,1629790,1629790,1629790,1629790,0,1629790,0,0,30.4
"GCF_001507025.1_ASM150702v1_genomic.fna","FASTA","DNA",1,1669148,1669148,1669148,1669148,1669148,1669148,1669148,0,1669148,0,0,30.32
"GCF_003368165.1_ASM336816v1_genomic.fna","FASTA","DNA",1,1692979,1692979,1692979,1692979,1692979,1692979,1692979,0,1692979,0,0,30.32
"GCF_001951335.1_ASM195133v1_genomic.fna","FASTA","DNA",1,1644447,1644447,1644447,1644447,1644447,1644447,1644447,0,1644447,0,0,30.55
"GCF_000830865.1_ASM83086v1_genomic.fna","FASTA","DNA",1,1641482,1641482,1641482,1641482,1641482,1641482,1641482,0,1641482,0,0,30.55
"GCF_001506705.1_ASM150670v1_genomic.fna","FASTA","DNA",1,1679764,1679764,1679764,1679764,1679764,1679764,1679764,0,1679764,0,0,30.2
"GCF_000632435.1_ASM63243v1_genomic.fna","FASTA","DNA",1,1795858,1795858,1795858,1795858,1795858,1795858,1795858,0,1795858,0,0,30.41
"GCF_013465795.1_ASM1346579v1_genomic.fna","FASTA","DNA",1,1627622,1627622,1627622,1627622,1627622,1627622,1627622,0,1627622,0,0,30.6
"GCF_014151925.1_ASM1415192v1_genomic.fna","FASTA","DNA",1,1670507,1670507,1670507,1670507,1670507,1670507,1670507,0,1670507,0,0,30.44
"GCF_020719855.1_ASM2071985v1_genomic.fna","FASTA","DNA",1,1667545,1667545,1667545,1667545,1667545,1667545,1667545,0,1667545,0,0,30.59
"GCF_000830805.1_ASM83080v1_genomic.fna","FASTA","DNA",1,1641480,1641480,1641480,1641480,1641480,1641480,1641480,0,1641480,0,0,30.55
"GCF_900638365.1_57428_D01_genomic.fna","FASTA","DNA",1,1641302,1641302,1641302,1641302,1641302,1641302,1641302,0,1641302,0,0,30.55
"GCF_001717625.1_ASM171762v1_genomic.fna","FASTA","DNA",2,1759887,50689,879943.5,1709198,50689,879943.5,1709198,0,1709198,0,0,30.19
"GCF_000466105.2_ASM46610v2_genomic.fna","FASTA","DNA",1,1680813,1680813,1680813,1680813,1680813,1680813,1680813,0,1680813,0,0,30.52
"GCF_019056455.1_ASM1905645v1_genomic.fna","FASTA","DNA",3,1901007,38247,633669,1808863,46072,53897,931380,0,1808863,0,0,30.2
"GCF_015245165.1_ASM1524516v1_genomic.fna","FASTA","DNA",1,1601863,1601863,1601863,1601863,1601863,1601863,1601863,0,1601863,0,0,30.6
"GCF_014151465.1_ASM1415146v1_genomic.fna","FASTA","DNA",1,1685166,1685166,1685166,1685166,1685166,1685166,1685166,0,1685166,0,0,30.47
"GCF_003060725.1_ASM306072v1_genomic.fna","FASTA","DNA",1,1705686,1705686,1705686,1705686,1705686,1705686,1705686,0,1705686,0,0,30.38
"GCF_002024325.1_ASM202432v1_genomic.fna","FASTA","DNA",1,1612586,1612586,1612586,1612586,1612586,1612586,1612586,0,1612586,0,0,30.65
"GCF_001507265.1_ASM150726v1_genomic.fna","FASTA","DNA",1,1633951,1633951,1633951,1633951,1633951,1633951,1633951,0,1633951,0,0,30.38
"GCF_020720025.1_ASM2072002v1_genomic.fna","FASTA","DNA",1,1627622,1627622,1627622,1627622,1627622,1627622,1627622,0,1627622,0,0,30.6
"GCF_001506765.1_ASM150676v1_genomic.fna","FASTA","DNA",1,1636377,1636377,1636377,1636377,1636377,1636377,1636377,0,1636377,0,0,30.37
"GCF_001506465.1_ASM150646v1_genomic.fna","FASTA","DNA",1,1649284,1649284,1649284,1649284,1649284,1649284,1649284,0,1649284,0,0,30.34
"GCF_001865415.1_ASM186541v1_genomic.fna","FASTA","DNA",2,1805673,43077,902836.5,1762596,43077,902836.5,1762596,0,1762596,0,0,30.22
"GCF_001721985.1_ASM172198v1_genomic.fna","FASTA","DNA",1,1785310,1785310,1785310,1785310,1785310,1785310,1785310,0,1785310,0,0,30.29
"GCF_012224585.1_ASM1222458v1_genomic.fna","FASTA","DNA",1,1660741,1660741,1660741,1660741,1660741,1660741,1660741,0,1660741,0,0,30.52
"GCF_001563565.1_ASM156356v1_genomic.fna","FASTA","DNA",2,1732262,81079,866131,1651183,81079,866131,1651183,0,1651183,0,0,30.28
"GCF_000009085.1_ASM908v1_genomic.fna","FASTA","DNA",1,1641481,1641481,1641481,1641481,1641481,1641481,1641481,0,1641481,0,0,30.55
"GCF_008727455.1_ASM872745v1_genomic.fna","FASTA","DNA",3,1736331,25131,578777,1638392,48969.5,72808,855600,0,1638392,0,0,30.55
"GCF_020720445.1_ASM2072044v1_genomic.fna","FASTA","DNA",1,1627619,1627619,1627619,1627619,1627619,1627619,1627619,0,1627619,0,0,30.6
"GCF_001506185.1_ASM150618v1_genomic.fna","FASTA","DNA",1,1642794,1642794,1642794,1642794,1642794,1642794,1642794,0,1642794,0,0,30.29
"GCF_000466075.2_ASM46607v2_genomic.fna","FASTA","DNA",2,1766434,46902,883217,1719532,46902,883217,1719532,0,1719532,0,0,30.48
"GCF_001506525.1_ASM150652v1_genomic.fna","FASTA","DNA",1,1666051,1666051,1666051,1666051,1666051,1666051,1666051,0,1666051,0,0,30.34
"GCF_002224325.1_ASM222432v1_genomic.fna","FASTA","DNA",1,1645651,1645651,1645651,1645651,1645651,1645651,1645651,0,1645651,0,0,30.58
"GCF_001506725.1_ASM150672v1_genomic.fna","FASTA","DNA",1,1671231,1671231,1671231,1671231,1671231,1671231,1671231,0,1671231,0,0,30.33
"GCF_004328905.1_ASM432890v1_genomic.fna","FASTA","DNA",3,1673126,4931,557708.7,1625792,23667,42403,834097.5,0,1625792,0,0,30.85
"GCF_001587015.1_ASM158701v1_genomic.fna","FASTA","DNA",3,1826322,36602,608774,1672837,76742.5,116883,894860,0,1672837,0,0,30.2
"GCF_001951255.1_ASM195125v1_genomic.fna","FASTA","DNA",1,1629484,1629484,1629484,1629484,1629484,1629484,1629484,0,1629484,0,0,30.55
"GCF_001506665.1_ASM150666v1_genomic.fna","FASTA","DNA",1,1645188,1645188,1645188,1645188,1645188,1645188,1645188,0,1645188,0,0,30.29
"GCF_012225445.1_ASM1222544v1_genomic.fna","FASTA","DNA",2,1612572,4299,806286,1608273,4299,806286,1608273,0,1608273,0,0,30.64
"GCF_017356825.1_ASM1735682v1_genomic.fna","FASTA","DNA",1,1627008,1627008,1627008,1627008,1627008,1627008,1627008,0,1627008,0,0,30.56
"GCF_000830845.1_ASM83084v1_genomic.fna","FASTA","DNA",1,1641469,1641469,1641469,1641469,1641469,1641469,1641469,0,1641469,0,0,30.55
