Homology group id,class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9,
2013231,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013242,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013250,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013251,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013254,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013260,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013264,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013266,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013272,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013273,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013274,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013277,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013281,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013282,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013290,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013291,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013296,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013298,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013302,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013303,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013306,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013307,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013325,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013327,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013328,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013329,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013335,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013336,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013340,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013341,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013342,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013356,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013361,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013368,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013374,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013377,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013383,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013391,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013393,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013400,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013402,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013406,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013407,core,1,1,1,1,1,1,2,1,1
2013415,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013416,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013417,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013420,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013422,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013424,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013425,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013434,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013435,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013438,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013442,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013445,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013447,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013448,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013450,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013451,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013455,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013456,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013467,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013468,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013469,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013473,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013480,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013483,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013484,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013495,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013496,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013499,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013500,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013506,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013507,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013508,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013511,core,2,1,1,1,1,1,1,1,1
2013519,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013520,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013521,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013523,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013526,core,2,1,1,1,1,1,1,1,1
2013528,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013529,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013532,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013533,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013535,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013538,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013539,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013540,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013543,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013558,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013559,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013562,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013575,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013576,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013577,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013634,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013691,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013708,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013723,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013733,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013734,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013736,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013750,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013768,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013786,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013792,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013793,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013807,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013813,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013814,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013815,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013817,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013818,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013822,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013824,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013826,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013831,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013832,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013833,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013834,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013835,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013839,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013847,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013852,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013854,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013871,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013873,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013877,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013884,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013885,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013886,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013890,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013892,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013914,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013917,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013918,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013919,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013920,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013923,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013924,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013925,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013929,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013935,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013939,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013950,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013951,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013956,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013966,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013976,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2013979,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014012,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014014,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014016,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014026,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014030,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014038,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014039,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014042,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014043,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014046,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014050,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014054,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014055,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014058,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014060,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014061,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014065,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014066,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014068,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014069,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014080,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014081,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014083,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014085,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014086,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014087,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014098,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014100,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014104,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014106,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014109,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014121,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014124,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014125,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014126,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014131,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014136,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014139,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014140,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014141,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014148,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014163,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014164,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014167,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014222,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014242,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014246,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014249,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014250,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014253,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014255,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014256,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014258,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014259,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014262,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014265,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014266,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014278,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014282,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014306,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014307,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014310,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014312,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014313,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014318,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014319,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014327,core,1,1,1,1,1,1,1,1,2
2014348,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014350,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014355,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014356,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014357,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014366,core,1,1,1,2,1,1,1,1,2
2014369,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014370,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014371,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014372,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014374,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014375,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014380,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014384,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014390,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014392,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014394,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014397,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014398,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014399,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014400,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014411,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014416,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014422,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014428,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014433,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014434,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014435,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014437,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014445,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014446,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014448,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014517,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014518,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014523,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014524,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014537,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014598,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014601,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014604,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014605,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014607,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014608,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014609,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014611,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014621,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014622,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014626,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014627,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014634,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014636,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014654,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014655,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014656,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014657,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014661,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014662,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014664,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014669,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014674,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014681,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014682,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014683,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014684,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014685,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014686,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014687,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014689,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014691,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014692,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014695,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014697,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014700,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014701,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014702,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014703,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014704,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014706,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014707,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014708,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014709,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014711,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014712,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014713,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014714,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014715,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014716,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014717,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014718,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014719,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014720,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014722,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014723,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014724,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014725,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014726,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014727,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014728,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014729,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014730,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014733,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014739,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014742,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014747,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014750,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014754,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014768,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014770,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014776,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014777,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014779,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014786,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014787,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014788,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014789,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014790,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014798,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014801,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014804,core,1,1,1,1,1,1,1,1,2
2014805,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014807,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014812,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014813,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014817,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014819,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014820,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014821,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014822,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014824,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014830,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014833,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014834,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014835,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014837,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014841,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014842,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014844,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014846,core & single copy orthologous,1,1,1,1,1,1,1,1,1
2014847,core & single copy orthologous,1,1,1,1,1,1,1,1,1
