"file","format","type","num_seqs","sum_len","min_len","avg_len","max_len","Q1","Q2","Q3","sum_gap","N50","Q20(%)","Q30(%)","GC(%)"
"GCF_000833535.1_ASM83353v1_genomic.fna","FASTA","DNA",1,1892789,1892789,1892789,1892789,1892789,1892789,1892789,0,1892789,0,0,32.26
"GCF_001865695.1_ASM186569v1_genomic.fna","FASTA","DNA",1,1978958,1978958,1978958,1978958,1978958,1978958,1978958,0,1978958,0,0,32.36
"GCF_003955795.1_ASM395579v1_genomic.fna","FASTA","DNA",1,1893614,1893614,1893614,1893614,1893614,1893614,1893614,0,1893614,0,0,32.16
"GCF_001262115.1_ASM126211v1_genomic.fna","FASTA","DNA",1,1898140,1898140,1898140,1898140,1898140,1898140,1898140,0,1898140,0,0,32.27
"GCF_000834965.1_ASM83496v1_genomic.fna","FASTA","DNA",2,2047033,41959,1023516.5,2005074,41959,1023516.5,2005074,0,2005074,0,0,32.27
"GCF_010233385.1_ASM1023338v1_genomic.fna","FASTA","DNA",1,1892639,1892639,1892639,1892639,1892639,1892639,1892639,0,1892639,0,0,32.15
"GCF_000248435.2_ASM24843v2_genomic.fna","FASTA","DNA",1,1892857,1892857,1892857,1892857,1892857,1892857,1892857,0,1892857,0,0,32.25
"GCF_000833475.1_ASM83347v1_genomic.fna","FASTA","DNA",1,1862444,1862444,1862444,1862444,1862444,1862444,1862444,0,1862444,0,0,32.31
"GCF_000014605.1_ASM1460v1_genomic.fna","FASTA","DNA",1,1895727,1895727,1895727,1895727,1895727,1895727,1895727,0,1895727,0,0,32.16
"GCF_000011405.1_ASM1140v1_genomic.fna","FASTA","DNA",1,1895727,1895727,1895727,1895727,1895727,1895727,1895727,0,1895727,0,0,32.16
"GCF_002102455.2_ASM210245v2_genomic.fna","FASTA","DNA",1,1893679,1893679,1893679,1893679,1893679,1893679,1893679,0,1893679,0,0,32.16
"GCF_000313385.1_ASM31338v1_genomic.fna","FASTA","DNA",1,1886888,1886888,1886888,1886888,1886888,1886888,1886888,0,1886888,0,0,32.17
"GCF_000014645.1_ASM1464v1_genomic.fna","FASTA","DNA",1,1910031,1910031,1910031,1910031,1910031,1910031,1910031,0,1910031,0,0,32.48
"GCF_001880245.1_ASM188024v1_genomic.fna","FASTA","DNA",2,1925251,34471,962625.5,1890780,34471,962625.5,1890780,0,1890780,0,0,32.47
"GCF_000009325.1_ASM932v1_genomic.fna","FASTA","DNA",1,1892616,1892616,1892616,1892616,1892616,1892616,1892616,0,1892616,0,0,32.26
"GCF_000248415.2_ASM24841v2_genomic.fna","FASTA","DNA",1,1968610,1968610,1968610,1968610,1968610,1968610,1968610,0,1968610,0,0,32.3
"GCF_010232985.1_ASM1023298v1_genomic.fna","FASTA","DNA",1,1892748,1892748,1892748,1892748,1892748,1892748,1892748,0,1892748,0,0,32.15
"GCF_019134755.1_ASM1913475v1_genomic.fna","FASTA","DNA",1,1890979,1890979,1890979,1890979,1890979,1890979,1890979,0,1890979,0,0,32.26
"GCF_014905885.1_ASM1490588v1_genomic.fna","FASTA","DNA",1,1907706,1907706,1907706,1907706,1907706,1907706,1907706,0,1907706,0,0,32.18
"GCF_002952075.1_ASM295207v1_genomic.fna","FASTA","DNA",1,2000087,2000087,2000087,2000087,2000087,2000087,2000087,0,2000087,0,0,32.35
"GCF_001611815.4_ASM161181v4_genomic.fna","FASTA","DNA",1,1892174,1892174,1892174,1892174,1892174,1892174,1892174,0,1892174,0,0,32.15
"GCF_002886065.1_ASM288606v1_genomic.fna","FASTA","DNA",1,1890738,1890738,1890738,1890738,1890738,1890738,1890738,0,1890738,0,0,32.16
"GCF_000833235.1_ASM83323v1_genomic.fna","FASTA","DNA",1,1892782,1892782,1892782,1892782,1892782,1892782,1892782,0,1892782,0,0,32.16
"GCF_000008985.1_ASM898v1_genomic.fna","FASTA","DNA",1,1892775,1892775,1892775,1892775,1892775,1892775,1892775,0,1892775,0,0,32.26
"GCF_019137575.1_ASM1913757v1_genomic.fna","FASTA","DNA",1,1892778,1892778,1892778,1892778,1892778,1892778,1892778,0,1892778,0,0,32.26
"GCF_000017785.1_ASM1778v1_genomic.fna","FASTA","DNA",1,1890909,1890909,1890909,1890909,1890909,1890909,1890909,0,1890909,0,0,32.16
"GCF_019469525.1_ASM1946952v1_genomic.fna","FASTA","DNA",1,1893731,1893731,1893731,1893731,1893731,1893731,1893731,0,1893731,0,0,32.15
"GCF_000168775.2_ASM16877v2_genomic.fna","FASTA","DNA",1,1894157,1894157,1894157,1894157,1894157,1894157,1894157,0,1894157,0,0,32.15
"GCF_019134775.1_ASM1913477v1_genomic.fna","FASTA","DNA",1,1892509,1892509,1892509,1892509,1892509,1892509,1892509,0,1892509,0,0,32.26
"GCF_001267475.1_ASM126747v1_genomic.fna","FASTA","DNA",1,1892645,1892645,1892645,1892645,1892645,1892645,1892645,0,1892645,0,0,32.26
"GCF_019137555.1_ASM1913755v1_genomic.fna","FASTA","DNA",1,1892599,1892599,1892599,1892599,1892599,1892599,1892599,0,1892599,0,0,32.26
"GCF_019182265.1_ASM1918226v1_genomic.fna","FASTA","DNA",1,1857929,1857929,1857929,1857929,1857929,1857929,1857929,0,1857929,0,0,32.28
"GCF_000833515.1_ASM83351v1_genomic.fna","FASTA","DNA",1,1894186,1894186,1894186,1894186,1894186,1894186,1894186,0,1894186,0,0,32.15
"GCF_014905905.1_ASM1490590v1_genomic.fna","FASTA","DNA",1,1907828,1907828,1907828,1907828,1907828,1907828,1907828,0,1907828,0,0,32.18
