"file","format","type","num_seqs","sum_len","min_len","avg_len","max_len","Q1","Q2","Q3","sum_gap","N50","Q20(%)","Q30(%)","GC(%)"
"GCF_002813535.1_ASM281353v1_genomic.fna","FASTA","DNA",1,2125517,2125517,2125517,2125517,2125517,2125517,2125517,0,2125517,0,0,39.62
"GCF_900795205.1_22841_2_22-5_genomic.fna","FASTA","DNA",1,2074160,2074160,2074160,2074160,2074160,2074160,2074160,0,2074160,0,0,39.52
"GCF_003351645.1_ASM335164v1_genomic.fna","FASTA","DNA",1,2096231,2096231,2096231,2096231,2096231,2096231,2096231,0,2096231,0,0,39.67
"GCF_002357995.1_ASM235799v1_genomic.fna","FASTA","DNA",1,2148476,2148476,2148476,2148476,2148476,2148476,2148476,0,2148476,0,0,39.64
"GCF_000211015.1_ASM21101v1_genomic.fna","FASTA","DNA",1,2037254,2037254,2037254,2037254,2037254,2037254,2037254,0,2037254,0,0,39.81
"GCF_001896085.1_ASM189608v1_genomic.fna","FASTA","DNA",1,2073113,2073113,2073113,2073113,2073113,2073113,2073113,0,2073113,0,0,39.85
"GCF_900692935.1_18090_1_84-2_genomic.fna","FASTA","DNA",1,2074861,2074861,2074861,2074861,2074861,2074861,2074861,0,2074861,0,0,39.61
"GCF_000147095.1_ASM14709v1_genomic.fna","FASTA","DNA",1,2240045,2240045,2240045,2240045,2240045,2240045,2240045,0,2240045,0,0,39.59
"GCF_900476455.1_55312_E02_genomic.fna","FASTA","DNA",1,2145551,2145551,2145551,2145551,2145551,2145551,2145551,0,2145551,0,0,39.73
"GCF_004291255.1_ASM429125v1_genomic.fna","FASTA","DNA",1,2101621,2101621,2101621,2101621,2101621,2101621,2101621,0,2101621,0,0,39.76
"GCF_003994915.1_ASM399491v1_genomic.fna","FASTA","DNA",1,2038121,2038121,2038121,2038121,2038121,2038121,2038121,0,2038121,0,0,39.66
"GCF_000211035.1_ASM21103v2_genomic.fna","FASTA","DNA",1,2026239,2026239,2026239,2026239,2026239,2026239,2026239,0,2026239,0,0,39.83
"GCF_009664475.1_ASM966447v1_genomic.fna","FASTA","DNA",1,2090792,2090792,2090792,2090792,2090792,2090792,2090792,0,2090792,0,0,39.67
"GCF_900618585.1_180-15_genomic.fna","FASTA","DNA",1,2037269,2037269,2037269,2037269,2037269,2037269,2037269,0,2037269,0,0,39.81
"GCF_001896045.1_ASM189604v1_genomic.fna","FASTA","DNA",1,2206644,2206644,2206644,2206644,2206644,2206644,2206644,0,2206644,0,0,39.86
"GCF_002843545.1_ASM284354v1_genomic.fna","FASTA","DNA",1,2168552,2168552,2168552,2168552,2168552,2168552,2168552,0,2168552,0,0,39.69
"GCF_017569245.1_ASM1756924v1_genomic.fna","FASTA","DNA",1,2134668,2134668,2134668,2134668,2134668,2134668,2134668,0,2134668,0,0,39.73
"GCF_008253725.1_ASM825372v1_genomic.fna","FASTA","DNA",1,2038617,2038617,2038617,2038617,2038617,2038617,2038617,0,2038617,0,0,39.72
"GCF_900475805.1_46514_B03_genomic.fna","FASTA","DNA",1,2093242,2093242,2093242,2093242,2093242,2093242,2093242,0,2093242,0,0,39.71
"GCF_003351525.1_ASM335152v1_genomic.fna","FASTA","DNA",1,2114141,2114141,2114141,2114141,2114141,2114141,2114141,0,2114141,0,0,39.75
"GCF_000019265.1_ASM1926v1_genomic.fna","FASTA","DNA",1,2245615,2245615,2245615,2245615,2245615,2245615,2245615,0,2245615,0,0,39.63
"GCF_000210975.1_ASM21097v1_genomic.fna","FASTA","DNA",1,2142122,2142122,2142122,2142122,2142122,2142122,2142122,0,2142122,0,0,39.64
"GCF_015839775.1_ASM1583977v1_genomic.fna","FASTA","DNA",1,2114775,2114775,2114775,2114775,2114775,2114775,2114775,0,2114775,0,0,39.52
"GCF_000018985.1_ASM1898v1_genomic.fna","FASTA","DNA",1,2120234,2120234,2120234,2120234,2120234,2120234,2120234,0,2120234,0,0,39.74
"GCF_015839575.1_ASM1583957v1_genomic.fna","FASTA","DNA",1,2124184,2124184,2124184,2124184,2124184,2124184,2124184,0,2124184,0,0,39.51
"GCF_003003495.1_ASM300349v1_genomic.fna","FASTA","DNA",1,2046572,2046572,2046572,2046572,2046572,2046572,2046572,0,2046572,0,0,39.71
"GCF_000817005.1_ASM81700v1_genomic.fna","FASTA","DNA",1,2287774,2287774,2287774,2287774,2287774,2287774,2287774,0,2287774,0,0,39.76
"GCF_900693055.1_19084_8_150-2_genomic.fna","FASTA","DNA",1,2120740,2120740,2120740,2120740,2120740,2120740,2120740,0,2120740,0,0,39.53
"GCF_020097335.1_ASM2009733v1_genomic.fna","FASTA","DNA",1,2116633,2116633,2116633,2116633,2116633,2116633,2116633,0,2116633,0,0,39.67
"GCF_000006885.1_ASM688v1_genomic.fna","FASTA","DNA",1,2160842,2160842,2160842,2160842,2160842,2160842,2160842,0,2160842,0,0,39.7
"GCF_003966505.1_ASM396650v1_genomic.fna","FASTA","DNA",1,2058492,2058492,2058492,2058492,2058492,2058492,2058492,0,2058492,0,0,39.72
"GCF_000211075.1_ASM21107v1_genomic.fna","FASTA","DNA",1,2131190,2131190,2131190,2131190,2131190,2131190,2131190,0,2131190,0,0,39.59
"GCF_000007045.1_ASM704v1_genomic.fna","FASTA","DNA",1,2038615,2038615,2038615,2038615,2038615,2038615,2038615,0,2038615,0,0,39.72
"GCF_003966525.1_ASM396652v1_genomic.fna","FASTA","DNA",1,2180605,2180605,2180605,2180605,2180605,2180605,2180605,0,2180605,0,0,39.7
"GCF_000019005.1_ASM1900v1_genomic.fna","FASTA","DNA",1,2111882,2111882,2111882,2111882,2111882,2111882,2111882,0,2111882,0,0,39.75
"GCF_900476465.1_55312_F02_genomic.fna","FASTA","DNA",1,2104636,2104636,2104636,2104636,2104636,2104636,2104636,0,2104636,0,0,39.66
"GCF_000019025.1_ASM1902v1_genomic.fna","FASTA","DNA",1,2112148,2112148,2112148,2112148,2112148,2112148,2112148,0,2112148,0,0,39.77
"GCF_003351705.1_ASM335170v1_genomic.fna","FASTA","DNA",1,2169584,2169584,2169584,2169584,2169584,2169584,2169584,0,2169584,0,0,39.45
"GCF_900618555.1_947_genomic.fna","FASTA","DNA",1,2109624,2109624,2109624,2109624,2109624,2109624,2109624,0,2109624,0,0,39.61
"GCF_000019825.1_ASM1982v1_genomic.fna","FASTA","DNA",1,2078953,2078953,2078953,2078953,2078953,2078953,2078953,0,2078953,0,0,39.64
"GCF_900475305.1_43721_E02_genomic.fna","FASTA","DNA",1,2046573,2046573,2046573,2046573,2046573,2046573,2046573,0,2046573,0,0,39.71
"GCF_000018965.1_ASM1896v1_genomic.fna","FASTA","DNA",1,2184682,2184682,2184682,2184682,2184682,2184682,2184682,0,2184682,0,0,39.73
"GCF_013047165.1_ASM1304716v1_genomic.fna","FASTA","DNA",1,2219840,2219840,2219840,2219840,2219840,2219840,2219840,0,2219840,0,0,39.74
"GCF_000196595.1_ASM19659v1_genomic.fna","FASTA","DNA",1,2088772,2088772,2088772,2088772,2088772,2088772,2088772,0,2088772,0,0,39.84
"GCF_003967155.2_ASM396715v2_genomic.fna","FASTA","DNA",1,2156271,2156271,2156271,2156271,2156271,2156271,2156271,0,2156271,0,0,39.52
"GCF_003609935.1_ASM360993v1_genomic.fna","FASTA","DNA",1,2045062,2045062,2045062,2045062,2045062,2045062,2045062,0,2045062,0,0,39.9
"GCF_001902455.1_ASM190245v1_genomic.fna","FASTA","DNA",1,2092148,2092148,2092148,2092148,2092148,2092148,2092148,0,2092148,0,0,39.77
"GCF_900476475.1_49768_F01_genomic.fna","FASTA","DNA",1,2157682,2157682,2157682,2157682,2157682,2157682,2157682,0,2157682,0,0,39.57
"GCF_002947575.1_ASM294757v1_genomic.fna","FASTA","DNA",1,2221315,2221315,2221315,2221315,2221315,2221315,2221315,0,2221315,0,0,39.49
"GCF_900693025.1_19341_2_86-2_genomic.fna","FASTA","DNA",1,2202359,2202359,2202359,2202359,2202359,2202359,2202359,0,2202359,0,0,39.41
"GCF_900476445.1_55312_D02_genomic.fna","FASTA","DNA",1,2131442,2131442,2131442,2131442,2131442,2131442,2131442,0,2131442,0,0,39.77
"GCF_900622505.2_Spn4559_genomic.fna","FASTA","DNA",2,2156228,5247,1078114,2150981,5247,1078114,2150981,0,2150981,0,0,39.65
"GCF_015839415.1_ASM1583941v1_genomic.fna","FASTA","DNA",1,2141694,2141694,2141694,2141694,2141694,2141694,2141694,0,2141694,0,0,39.51
"GCF_018336875.1_ASM1833687v1_genomic.fna","FASTA","DNA",1,2046551,2046551,2046551,2046551,2046551,2046551,2046551,0,2046551,0,0,39.71
"GCF_020008085.1_ASM2000808v1_genomic.fna","FASTA","DNA",1,2024947,2024947,2024947,2024947,2024947,2024947,2024947,0,2024947,0,0,39.72
"GCF_000211055.1_ASM21105v2_genomic.fna","FASTA","DNA",1,2026505,2026505,2026505,2026505,2026505,2026505,2026505,0,2026505,0,0,39.83
"GCF_000210995.1_ASM21099v1_genomic.fna","FASTA","DNA",1,2024476,2024476,2024476,2024476,2024476,2024476,2024476,0,2024476,0,0,39.85
"GCF_015840115.1_ASM1584011v1_genomic.fna","FASTA","DNA",1,2140016,2140016,2140016,2140016,2140016,2140016,2140016,0,2140016,0,0,39.51
"GCF_003351725.1_ASM335172v1_genomic.fna","FASTA","DNA",1,2109726,2109726,2109726,2109726,2109726,2109726,2109726,0,2109726,0,0,39.52
"GCF_015839915.1_ASM1583991v1_genomic.fna","FASTA","DNA",1,2089999,2089999,2089999,2089999,2089999,2089999,2089999,0,2089999,0,0,39.64
