"file","format","type","num_seqs","sum_len","min_len","avg_len","max_len","Q1","Q2","Q3","sum_gap","N50","Q20(%)","Q30(%)","GC(%)"
"GCF_000834335.1_ASM83433v1_genomic.fna","FASTA","DNA",4,4835409,9364,1208852.3,4659530,39834.5,83257.5,2377870,0,4659530,0,0,47.63
"GCF_000834985.1_ASM83498v1_genomic.fna","FASTA","DNA",3,4738142,71525,1579380.7,4529728,104207,136889,2333308.5,0,4529728,0,0,47.73
"GCF_015337645.1_ASM1533764v1_genomic.fna","FASTA","DNA",1,4610990,4610990,4610990,4610990,4610990,4610990,4610990,0,4610990,0,0,47.66
"GCF_000834845.1_ASM83484v1_genomic.fna","FASTA","DNA",4,4674610,9282,1168652.5,4501786,38736,81771,2298569,0,4501786,0,0,47.62
"GCF_001188935.1_ASM118893v1_genomic.fna","FASTA","DNA",3,4736923,71523,1578974.3,4528383,104270,137017,2332700,0,4528383,0,0,47.72
"GCF_000022805.1_ASM2280v1_genomic.fna","FASTA","DNA",4,4812922,9611,1203230.5,4640720,38976.5,81295.5,2367484.5,0,4640720,0,0,47.63
"GCF_015336265.1_ASM1533626v1_genomic.fna","FASTA","DNA",1,4644349,4644349,4644349,4644349,4644349,4644349,4644349,0,4644349,0,0,47.64
"GCF_003798205.1_ASM379820v1_genomic.fna","FASTA","DNA",5,4929654,9611,985930.8,4636496,68554,101615,113378,0,4636496,0,0,47.71
"GCF_000834775.1_ASM83477v1_genomic.fna","FASTA","DNA",3,4777968,53435,1592656,4654228,61870,70305,2362266.5,0,4654228,0,0,47.6
"GCF_009295925.1_ASM929592v1_genomic.fna","FASTA","DNA",4,4806721,9610,1201680.3,4625829,39956.5,85641,2363404,0,4625829,0,0,47.64
"GCF_000834885.1_ASM83488v1_genomic.fna","FASTA","DNA",4,4700481,9610,1175120.3,4523033,39081,83919,2311159.5,0,4523033,0,0,47.59
"GCF_015337445.1_ASM1533744v1_genomic.fna","FASTA","DNA",1,4499502,4499502,4499502,4499502,4499502,4499502,4499502,0,4499502,0,0,47.58
"GCF_009296005.1_ASM929600v1_genomic.fna","FASTA","DNA",3,4614086,9610,1538028.7,4503487,55299.5,100989,2302238,0,4503487,0,0,47.65
"GCF_015190655.1_ASM1519065v1_genomic.fna","FASTA","DNA",5,4852443,9607,970488.6,4639390,33991,68539,100916,0,4639390,0,0,47.67
"GCF_000834275.1_ASM83427v1_genomic.fna","FASTA","DNA",4,4709246,9608,1177311.5,4531804,39078.5,83917,2315544.5,0,4531804,0,0,47.59
"GCF_001188815.1_ASM118881v1_genomic.fna","FASTA","DNA",4,4672740,9609,1168185,4491639,40058.5,85746,2296311.5,0,4491639,0,0,47.59
"GCF_015336465.1_ASM1533646v1_genomic.fna","FASTA","DNA",1,4616538,4616538,4616538,4616538,4616538,4616538,4616538,0,4616538,0,0,47.65
"GCF_015338045.1_ASM1533804v1_genomic.fna","FASTA","DNA",1,4636566,4636566,4636566,4636566,4636566,4636566,4636566,0,4636566,0,0,47.64
"GCF_000590535.2_ASM59053v2_genomic.fna","FASTA","DNA",1,4553687,4553687,4553687,4553687,4553687,4553687,4553687,0,4553687,0,0,47.57
"GCF_003798345.1_ASM379834v1_genomic.fna","FASTA","DNA",3,4784489,70174,1594829.7,4607325,88582,106990,2357157.5,0,4607325,0,0,47.67
"GCF_000009065.1_ASM906v1_genomic.fna","FASTA","DNA",4,4829855,9612,1207463.8,4653728,39958.5,83257.5,2374969,0,4653728,0,0,47.64
"GCF_001188715.1_ASM118871v1_genomic.fna","FASTA","DNA",3,4738644,71507,1579548,4530125,104259.5,137012,2333568.5,0,4530125,0,0,47.71
"GCF_015337085.2_ASM1533708v2_genomic.fna","FASTA","DNA",1,4481542,4481542,4481542,4481542,4481542,4481542,4481542,0,4481542,0,0,47.69
"GCF_001188795.1_ASM118879v1_genomic.fna","FASTA","DNA",3,4736090,71522,1578696.7,4526841,104624.5,137727,2332284,0,4526841,0,0,47.71
"GCF_009363195.1_ASM936319v1_genomic.fna","FASTA","DNA",5,4848320,9610,969664,4635506,33968,68252,100984,0,4635506,0,0,47.67
"GCF_015337285.1_ASM1533728v1_genomic.fna","FASTA","DNA",1,4555347,4555347,4555347,4555347,4555347,4555347,4555347,0,4555347,0,0,47.61
"GCF_000834755.1_ASM83475v1_genomic.fna","FASTA","DNA",3,4674565,9612,1558188.3,4569625,52470,95328,2332476.5,0,4569625,0,0,47.62
"GCF_009295965.1_ASM929596v1_genomic.fna","FASTA","DNA",4,4807288,9611,1201822,4629837,39082.5,83920,2364561.5,0,4629837,0,0,47.64
"GCF_015336865.1_ASM1533686v1_genomic.fna","FASTA","DNA",1,4612708,4612708,4612708,4612708,4612708,4612708,4612708,0,4612708,0,0,47.66
"GCF_000222975.1_ASM22297v1_genomic.fna","FASTA","DNA",3,4658411,8431,1552803.7,4553770,52320.5,96210,2324990,0,4553770,0,0,47.63
"GCF_015336085.1_ASM1533608v1_genomic.fna","FASTA","DNA",1,4604910,4604910,4604910,4604910,4604910,4604910,4604910,0,4604910,0,0,47.65
"GCF_001188755.1_ASM118875v1_genomic.fna","FASTA","DNA",3,4675987,71523,1558662.3,4467447,104270,137017,2302232,0,4467447,0,0,47.73
